Key,Date,Pro,Pro Cell,Shipper,Consignee,Product,Status,Target Weight,Net Weight,Railcar 1,Batch 1,Railcar 1 Weight,Railcar 2,Batch 2,Railcar 2 Weight,Shipper Order,Customer PO#,,,,,,,,,,,,,,archive_status
TBOA 3051,3/4/2025,64016,O58,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,46580,MLLX 26262,CB125A2701,46580,,,,8108644938,41500037205,,,,,,,,,,,,,,TRUE
TBOA 3052,3/4/2025,64024,W58,LYONDELLBASELL,"BECTON DICKINSON - BROKEN BOW, NE",PF511,Yes - On Dispatch Schedule,46000,46080,EQUX 19360,DL20BCC04,15820,MLLX 26483,EB06BCC02,30260,8108649995,6501319858,,,,,,,,,,,,,,TRUE
TBOA 3053,3/4/2025,64025,G76,LYONDELLBASELL,"NASCOTE INDUSTRIES - NASHVILLE, IL",HIFAX TYC 1342X,Yes - On Dispatch Schedule,48000,47560,MLLX 97053,DK30M0702,47560,,,,8108650003,B00901407,,,,,,,,,,,,,,TRUE
TBOA 3054,3/4/2025,64038,O76,FORMOSA,"GREENSTREAK - ST LOUIS, MO",H685P,MOVED,45000,0,FPAX 214344,2411214344,0,,,,L52A408,4505276648,,,,,,,,,,,,,,TRUE
TBOA 3055,3/4/2025,64042,W76,OXY,"EAGLE PKG INC - EARTH CITY, MO",226FEP,Yes - On Dispatch Schedule,STRIP OUT,32960,OCPX 71782,5470NBB064,32960,,,,80033244,4506414457,,,,,,,,,,,,,,TRUE
TBOA 3056,3/4/2025,64052,G94,LYONDELLBASELL,"QUANTUM POLYMERS - BERESFORD, SD",LZ021091,Yes - On Dispatch Schedule,48000,48140,UTCX 49470,MT124H2212,48140,,,,8108654192,PO31926,,,,,,,,,,,,,,TRUE
TBOA 3057,3/4/2025,64022,O94,K-BIN,"CHARLES INDUSTRIES - CANTON, MO",T23GRN9994,Yes - On Dispatch Schedule,46000,47460,ROIX 57160,A2250101,47460,,,,57160-3,573407,,,,,,,,,,,,,,TRUE
TBOA 3058,3/4/2025,64053,W94,LYONDELLBASELL,"GRAHAM PKG - MUSKOGEE, OK",RP311H,Yes - On Dispatch Schedule,45000,46880,EQUX 13691,DM08LKK01,46880,,,,8108658363,8800320829,,,,,,,,,,,,,,TRUE
TBOA3059,3/5/2025,64017,G4,EXXON,"YANFENG - LOUISVILLE, KY",PP8285E1,Yes - On Dispatch Schedule,48000,47940,XOMX 717306,24L2183B4,47940,,,,14822211,881751672,,,,,,,,,,,,,,TRUE
TBOA 3060,3/5/2025,64018,O4,EXXON,"YANFENG - LOUISVILLE, KY",PP7855E1,Yes - On Dispatch Schedule,48000,47020,MBLX 53984,24L2083A6,18520,XOMX 717427,24K2483A4,28500,14822219,881751663,,,,,,,,,,,,,,TRUE
TBOA 3061,3/5/2025,64026,W4,EXXON,"TOYOTA BOSHOKU - SCOTTSBURG, IN",PP7855E1,Yes - On Dispatch Schedule,48000,48040,XOMX 717427,24K2483A4,48040,,,,14825765,881755467,,,,,,,,,,,,,,TRUE
TBOA 3062,3/5/2025,64027,G22,EXXON,"TOYOTA BOSHOKU - PRINCETON, IN",PP8285E1,Yes - On Dispatch Schedule,48000,47760,XOMX 462252,24L2183B5,47760,,,,14825686,881756074,,,,,,,,,,,,,,TRUE
TBOA 3063,3/5/2025,64028,O22,CP CHEM,"SCHUETZ CONT SYS - ST JOSEPH, MO",C51301UV,MOVED,47000,46120,PSPX 2504,PSA610330,30060,CPCX 805016,PRN610530,16060,81327889,4503831682,,,,,,,,,,,,,,TRUE
TBOA 3064,3/5/2025,64029,W22,CP CHEM,"SCHUETZ CONT SYS - PLAINFIELD, IN",C51301UV,Yes - On Dispatch Schedule,47000,47400,PSPX 2504,PSA610330,47400,,,,81327885,4503716690,,,,,,,,,,,,,,TRUE
TBOA 3065,3/5/2025,64030,G40,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,47700,EQUX 23036,CB125A3105,47700,,,,8108650009,4500037205,,,,,,,,,,,,,,TRUE
TBOA 3066,3/5/2025,64039,O40,EXXON,"EPC - LEBANON, KY",PP7855E1,MOVED,48000,0,,,0,,,,14829506,881760215,,,,,,,,,,,,,,TRUE
TBOA 3067,3/5/2025,64043,W40,OXY,"EAGLE PKG INC - EARTH CITY, MO",226FEP,Yes - On Dispatch Schedule,49000 MIN,50260,OCPX 70804,5470NBB071,50260,,,,80033245,4506414457,,,,,,,,,,,,,,TRUE
TBOA 3068,3/5/2025,64044,G58,LYONDELLBASELL,"HILAND DAIRY - KANSAS CITY, MO",LM600700,Yes - On Dispatch Schedule,48000,49220,EQUX 631613,CL425A26J4,23180,EQUX 12050,CL425A30J4,26040,8108654196,11610,,,,,,,,,,,,,,TRUE
TBOA 3069,3/5/2025,63993,O58,LYONDELLBASELL,"VENTRA - RUSSELLVILLE, KY",HIFAX TYC 1342P,Yes - On Dispatch Schedule,STRIP OUT,45240,MLLX 98193,EA09M0602,45240,,,,8108635598,14945,,,,,,,,,,,,,,TRUE
TBOA 3070,3/5/2025,64010,W58,EXXON,"WHIRLPOOL - VICTOR, IA",PP7694E2,MOVED,48000,48160,ECUX 881668,25A29QAF,48160,,,,14822242,881751665,,,,,,,,,,,,,,TRUE
TBOA 3071,3/5/2025,64038,G76,FORMOSA,"GREENSTREAK - ST LOUIS, MO",H685P,Yes - On Dispatch Schedule,45000,47220,FPAX 214344,2411214344,47220,,,,L52A408,4505276648,,,,,,,,,,,,,,TRUE
TBOA 3072,3/5/2025,64072,O76,CP CHEM,"SCHUETZ CONT SYS - ST JOSEPH, MO",C51301UV,Yes - On Dispatch Schedule,47000,46400,CHVX 890499,PSB611080,46400,,,,81331369,4503872618,,,,,,,,,,,,,,TRUE
TBOA3073,3/6/2025,63625,G4,SHAW,"ASL SOLUTIONS INC - SAINTE MARIE, IL",HDPE,Yes - On Dispatch Schedule,48000,48660,CPCX 816577,37490,48660,,,,37490/279704,4082024,,,,,,,,,,,,,,TRUE
TBOA 3074,3/6/2025,64019,O4,EXXON,"FAURECIA - SPRING HILL, TN",PP8285E1,Yes - On Dispatch Schedule,48000,47740,XOMX 462252,24L2183B5,47740,,,,14822220,881751668,,,,,,,,,,,,,,TRUE
TBOA 3075,3/6/2025,64020,W4,LYONDELLBASELL,"VENTRA - RUSSELLVILLE, KY",HIFAX TYC 1342P,Yes - On Dispatch Schedule,STRIP OUT,45260,EQUX 23184,DM20M0601,45260,,,,8108644930,14945,,,,,,,,,,,,,,TRUE
TBOA 3076,3/6/2025,64031,G22,CP CHEM,"SCHUETZ CONT SYS - ST JOSEPH, MO",C51301UV,Yes - On Dispatch Schedule,47000,46020,CPCX 805016,PRN610530,46020,,,,81327922,4503831683,,,,,,,,,,,,,,TRUE
TBOA 3077,3/6/2025,64032,O22,CP CHEM,"SCHUETZ CONT SYS - PLAINFIELD, IN",C51301UV,CANCELLED,47000,0,CPCX 805016,PRN610530,0,,,,81327921,4503785561,,,,,,,,,,,,,,TRUE
TBOA 3078,3/6/2025,64033,W22,EXXON,"CKS PKG - OMAHA, NE",AD60-005,CANCELLED,48000,47580,ECUX 880103,24D10648,4120,ECUX 880567,24D10649,43460,14825621,881756073,,,,,,,,,,,,,,TRUE
TBOA 3079,3/6/2025,64034,G40,EXXON,"YANFENG - LOUISVILLE, KY",PP8285E1,Yes - On Dispatch Schedule,48000,47660,MBLX 53738,24K3083A8,16160,XOMX 717306,24L2183B4,31500,14825668,881756072,,,,,,,,,,,,,,TRUE
TBOA 3080,3/6/2025,64035,O40,LYONDELLBASELL,"AXIUM (INNOV) - NEW ALBANY, OH",RP311H,Yes - On Dispatch Schedule,47000,46820,EQUX 13691,DM08LKK01,46820,,,,8108650011,4500037594,,,,,,,,,,,,,,TRUE
TBOA 3081,3/6/2025,64040,W40,FORMOSA,"GREENSTREAK - ST LOUIS, MO",H685P,Yes - On Dispatch Schedule,45000,46880,FPAX 214344,2411214344,46880,,,,L52A409,4505276648,,,,,,,,,,,,,,TRUE
TBOA 3082,3/6/2025,64041,G58,EXXON,"TOYOTA BOSHOKU - BARDSTOWN, KY",PP8285E1,Yes - On Dispatch Schedule,48000,47820,XOMX 462252,24L2183B5,47820,,,,14829507,881760218,,,,,,,,,,,,,,TRUE
TBOA 3083,3/6/2025,64045,O58,OXY,"EAGLE PKG INC - EARTH CITY, MO",226FEP,Yes - On Dispatch Schedule,49000,49040,OCPX 70804,5470NBB071,49040,,,,80033246,4506414457,,,,,,,,,,,,,,TRUE
TBOA 3084,3/6/2025,64046,W58,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,47240,MLLX 98177,CB125A2802,28340,EQUX 23036,CB125A3105,18900,8108654204,4500037205,,,,,,,,,,,,,,TRUE
TBOA 3085,3/6/2025,64054,G76,EXXON,"TOYOTA BOSHOKU - SCOTTSBURG, IN",PP8285E1,MOVED,48000,0,,,0,,,,14830797,881760573,,,,,,,,,,,,,,TRUE
TBOA 3086,3/6/2025,64055,O76,LYONDELLBASELL,"GRAHAM PKG - MUSKOGEE, OK",RP311H,Yes - On Dispatch Schedule,45000,47940,EQUX 19694,EA27LKK05,30780,EQUX 13691,DM08LKK01,17160,8108658369,8800320830,,,,,,,,,,,,,,TRUE
TBOA 3087,3/6/2025,64056,W76,LYONDELLBASELL,"SILGAN PLASTICS - HAZELWOOD, MO",RP311H,Yes - On Dispatch Schedule,48000,47760,NAHX 610141,EA28LKK04,47760,,,,8108658380,378861-64,,,,,,,,,,,,,,TRUE
TBOA 3088,3/6/2025,64057,G94,LYONDELLBASELL,"PRAIRIE FARMS - O'FALLON, IL",LM600700,Yes - On Dispatch Schedule,48000,47240,EQUX 12050,CL425A30J4,47240,,,,8108658394,LB030625,,,,,,,,,,,,,,TRUE
TBOA 3089,3/6/2025,64058,O94,K-BIN,"CHARLES INDUSTRIES - CANTON, MO",KB2971T1GRN9994,Yes - On Dispatch Schedule,43000,43700,ROIX 57311,AF250104,43700,,,,57311-2,573406,,,,,,,,,,,,,,TRUE
TBOA 3090,3/6/2025,64010,W94,EXXON,"WHIRLPOOL - VICTOR, IA",PP7694E2,Yes - On Dispatch Schedule,48000,48160,ECUX 881668,25A29QAF,48160,,,,14822242,881751665,,,,,,,,,,,,,,TRUE
TBOA3091,3/7/2025,63736,G4,SHAW,"ASL SOLUTIONS INC - SAINTE MARIE, IL",HDPE,Yes - On Dispatch Schedule,48000,48380,CPCX 816577,37490,48380,,,,37490/279705,4082024,,,,,,,,,,,,,,TRUE
TBOA 3092,3/7/2025,64047,O4,EXXON,"YANFENG - LOUISVILLE, KY",PP8285E1,MOVED,48000,0,,,0,,,,14829529,881760221,,,,,,,,,,,,,,TRUE
TBOA 3093,3/7/2025,64048,W4,CP CHEM,"SCHUETZ CONT SYS - PLAINFIELD, IN",C51301UV,Yes - On Dispatch Schedule,47000,46400,CPCX 805016,PRN610530,46400,,,,81328791,4503831702,,,,,,,,,,,,,,TRUE
TBOA 3094,3/7/2025,64049,G22,LYONDELLBASELL,"FLEX N GATE PLASTICS - CHICAGO, IL",HIFAX TYC 1342P,Yes - On Dispatch Schedule,48000,48940,EQUX 23276,EA10M0601,48940,,,,8108654198,1837,,,,,,,,,,,,,,TRUE
TBOA 3095,3/7/2025,64050,O22,LYONDELLBASELL,"PRETIUM PKG - AURORA, IL",L5840,Yes - On Dispatch Schedule,"45,000 MAX",43540,NRLX 62007,MT124K1312,43540,,,,8108654205,920011713,,,,,,,,,,,,,,TRUE
TBOA 3096,3/7/2025,64059,W22,FORMOSA,"GREENSTREAK - ST LOUIS, MO",H685P,Yes - On Dispatch Schedule,45000,45600,FPAX 219397,2501219397,45600,,,,L52A410,4505276648,,,,,,,,,,,,,,TRUE
TBOA 3097,3/7/2025,64060,G40,EXXON,"WHIRLPOOL - VICTOR, IA",PP7694E2,Yes - On Dispatch Schedule,48000,46660,ECUX 881668,25A29QAF,46660,,,,14832838,881763385,,,,,,,,,,,,,,TRUE
TBOA 3098,3/7/2025,64061,O40,EXXON,"TOYOTA BOSHOKU - BARDSTOWN, KY",PP8285E1,Yes - On Dispatch Schedule,48000,47360,XOMX 462252,24L2183B5,47360,,,,14832818,881763389,,,,,,,,,,,,,,TRUE
TBOA 3099,3/7/2025,64062,W40,LYONDELLBASELL,"NASCOTE INDUSTRIES - NASHVILLE, IL",HIFAX TYC 1342P,Yes - On Dispatch Schedule,48000,49900,EQUX 23276,EA10M0601,49900,,,,8108658398,B00901407,,,,,,,,,,,,,,TRUE
TBOA 3100,3/7/2025,64068,G58,CP CHEM,"SCHUETZ CONT SYS - ST JOSEPH, MO",C51301UV,Yes - On Dispatch Schedule,47000,47820,CHVX 890499,PSB611080,47820,,,,81330882,4503831684,,,,,,,,,,,,,,TRUE
TBOA 3101,3/7/2025,64074,O58,LYONDELLBASELL,"ALPHA - ST LOUIS, MO",RP311H,Yes - On Dispatch Schedule,48000,47420,NAHX 610141,EA28LKK04,47420,,,,8108662618,8117-01,,,,,,,,,,,,,,TRUE
TBOA 3102,3/7/2025,64075,W58,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,47640,TCMX 472212,CB125A2404,11780,EQUX 23036,CB125A3105,35860,8108662617,4500037205,,,,,,,,,,,,,,TRUE
TBOA 3103,3/7/2025,64106,G76,BAMBERGER AMCO,"LADDAWN INC. - MANCHESTER, IA",BAPOLENE 133B NATURAL,MOVED,48000,0,AOKX 92474,10933502RL,0,,,,101469747-01,4864315,,,,,,,,,,,,,,TRUE
TBOA 3104,3/7/2025,64028,O76,CP CHEM,"SCHUETZ CONT SYS - ST JOSEPH, MO",C51301UV,Yes - On Dispatch Schedule,47000,46120,PSPX 2504,PSA610330,30060,CPCX 805016,PRN610530,16060,81327889,4503831682,,,,,,,,,,,,,,TRUE
TBOA3105,3/8/2025,64063,G4,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,48060,EQUX 23036,CB125A3105,48060,,,,8108658403,4500037205,,,,,,,,,,,,,,TRUE
TBOA 3106,3/8/2025,64092,O4,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,46520,MLLX 26262,CB125A2701,46520,,,,8108673218,4500037205,,,,,,,,,,,,,,TRUE
TBOA3107,3/10/2025,63626,G4,SHAW,"ASL SOLUTIONS INC - SAINTE MARIE, IL",HDPE,Yes - On Dispatch Schedule,48000,48060,CPCX 816577,37490,48060,,,,37490/279706,4082024,,,,,,,,,,,,,,TRUE
TBOA 3108,3/10/2025,63956,O4,BOORTMALT,"LOST FORTY BREWING - LITTLE ROCK, AR",PRAIRIE PILS MALT,MOVED,48000,0,,,0,,,,,,,,,,,,,,,,,,,TRUE
TBOA 3109,3/10/2025,64064,W4,EXXON,"EPC - LEBANON, KY",PP7855E1,MOVED,48000,0,,,0,,,,14832871,881763388,,,,,,,,,,,,,,TRUE
TBOA 3110,3/10/2025,64065,G22,EXXON,"YANFENG - LOUISVILLE, KY",PP8285E1,CANCELLED,48000,0,,,0,,,,14832870,881763386,,,,,,,,,,,,,,TRUE
TBOA 3111,3/10/2025,64066,O22,LYONDELLBASELL,"DEE ZEE INC - WEST DES MOINES, IA",HIFAX TRC 779P 848,Yes - On Dispatch Schedule,48000,47980,UTCX 1688,DM12T0601,47980,,,,8108658395,12042450,,,,,,,,,,,,,,TRUE
TBOA 3112,3/10/2025,64067,W22,EXXON,"TG KENTUCKY - LEBANON, KY",PP7855E1,Yes - On Dispatch Schedule,48000,47460,XOMX 717427,24K2483A4,47460,,,,14833603,881764745,,,,,,,,,,,,,,TRUE
TBOA 3113,3/10/2025,64076,G40,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,47880,EQUX 23036,CB125A3105,47880,,,,8108662629,4500037205,,,,,,,,,,,,,,TRUE
TBOA 3114,3/10/2025,64077,O40,CP CHEM,"SCHUETZ CONT SYS - ST JOSEPH, MO",C51301UV,Yes - On Dispatch Schedule,47000,47280,CPCX 805016,PRN610530,47280,,,,81331377,4503872620,,,,,,,,,,,,,,TRUE
TBOA 3115,3/10/2025,64083,W40,LYONDELLBASELL,"HILAND DAIRY - KANSAS CITY, MO",LM600700,Yes - On Dispatch Schedule,48000,49120,EQUX 12050,CL425A30J4,49120,,,,8108668110,11611,,,,,,,,,,,,,,TRUE
TBOA 3116,3/10/2025,64084,G58,LYONDELLBASELL,"ALPHA - ST LOUIS, MO",RP311H,Yes - On Dispatch Schedule,48000,47120,NAHX 610141,EA28LKK04,47120,,,,8108668107,8117-01,,,,,,,,,,,,,,TRUE
TBOA 3117,3/10/2025,64086,O58,EXXON,"TOYOTA BOSHOKU - PRINCETON, IN",PP8285E1,Yes - On Dispatch Schedule,48000,47860,XOMX 462252,24L2183B5,17340,XOMX 717306,24L2183B4,30520,14843891,881775553,,,,,,,,,,,,,,TRUE
TBOA 3118,3/10/2025,64093,W58,EXXON,"NYX - NEW ALBANY, IN",PP7855E1,Yes - On Dispatch Schedule,48000,47180,XOMX 717427,24K2483A4,47180,,,,14844109,881775906,,,,,,,,,,,,,,TRUE
TBOA 3119,3/10/2025,64106,G76,BAMBERGER AMCO,"LADDAWN INC. - MANCHESTER, IA",BAPOLENE 133B NATURAL,Yes - On Dispatch Schedule,48000,47340,AOKX 92474,10933502RL,47340,,,,101469747-01,4864315,,,,,,,,,,,,,,TRUE
TBOA 3120,3/10/2025,64116,O76,OXY,"EAGLE PKG INC - EARTH CITY, MO",226FEP,Yes - On Dispatch Schedule,49000,50420,OCPX 70804,5470NBB071,50420,,,,80037280,4506414457,,,,,,,,,,,,,,TRUE
TBOA 3121,3/10/2025,64117,W76,CP CHEM,"BECTON DICKINSON - BROKEN BOW, NE",9018,Yes - On Dispatch Schedule,47000,46080,CPCX 815976,DRJ920700,46080,,,,81334688,6501297743,,,,,,,,,,,,,,TRUE
TBOA 3122,3/10/2025,17803,G94,BAMBERGER AMCO,"REM PLASTICS - MAUMELLE, AR",WESTLAKE LDPE EF923SG,Yes - On Dispatch Schedule,50000,0,WLPX 60226,PE12412439,0,,,,20124083,1128,,,,,,,,,,,,,,TRUE
TBOA 3123,3/10/2025,64125,O94,EXXON,"TOYOTA BOSHOKU - LAWRENCEVILLE, IL",PP8285E1,Yes - On Dispatch Schedule,48000,47860,XOMX 717306,24L2183B4,47860,,,,14851927,881784819,,,,,,,,,,,,,,TRUE
TBOA 3124,3/10/2025,64073,W94,BAMBERGER AMCO,"EEJAY WAREHOUSE - E ST LOUIS, IL",BAPOLENE 135B NATURAL,,8000,0,MBKX 175319,8972360RL,0,,,,10914214,,,,,,,,,,,,,,,TRUE
TBOA 3125,3/10/2025,,G112,FORMOSA,"GREENSTREAK - ST LOUIS, MO",H685P,MOVED,,0,FPAX 214344,2411214344,,FPAX 219397,2501219397,,,450276648,,,,,,,,,,,,,,TRUE
TBOA3126,3/11/2025,64069,G4,CP CHEM,"ALTIUM PKG - WEST MEMPHIS, AR",9513H,Yes - On Dispatch Schedule,47000,46320,CPCX 815901,NRH120950,46320,,,,81331002,351312,,,,,,,,,,,,,,TRUE
TBOA 3127,3/11/2025,64070,O4,CP CHEM,"SCHUETZ CONT SYS - ST JOSEPH, MO",C51301UV,Yes - On Dispatch Schedule,47000,48660,CHVX 890499,PSB611080,48660,,,,81330973,4503831685,,,,,,,,,,,,,,TRUE
TBOA 3128,3/11/2025,64071,W4,CP CHEM,"SCHUETZ CONT SYS - PLAINFIELD, IN",C51301UV,Yes - On Dispatch Schedule,47000,46740,CPCX 805016,PRN610530,29120,CHVX 890499,PSB611080,17620,81330972,4503831703,,,,,,,,,,,,,,TRUE
TBOA 3129,3/11/2025,64078,G22,LYONDELLBASELL,"FLEX N GATE PLASTICS - DANVILLE, IL",HIFAX TYC 1342P,MOVED,48000,48740,UTCX 1604,EB11M0601,48740,,,,8108662633,9407,,,,,,,,,,,,,,TRUE
TBOA 3130,3/11/2025,64079,O22,LYONDELLBASELL,"BECTON DICKINSON - BROKEN BOW, NE",PF511,Yes - On Dispatch Schedule,46000,45720,MLLX 26483,EB06BCC02,26680,CBFX 491287,EB06BCC05,19040,8108662653,6501319858,,,,,,,,,,,,,,TRUE
TBOA 3131,3/11/2025,,W22,LYONDELLBASELL,"VENTRA - RUSSELLVILLE, KY",HIFAX TYC 1342P,MOVED,,0,,,0,,,,8108662620,14945,,,,,,,,,,,,,,TRUE
TBOA 3132,3/11/2025,64080,G40,LYONDELLBASELL,"FLEX N GATE PLASTICS - CHICAGO, IL",HIFAX TYC 1342P,MOVED,,0,,,0,,,,8108662623,1837,,,,,,,,,,,,,,TRUE
TBOA 3133,3/11/2025,64085,O40,EXXON,"TOYOTA BOSHOKU - BARDSTOWN, KY",PP8285E1,MOVED,48000,0,XOMX 717306,24L2183B4,0,,,,14841072,881772348,,,,,,,,,,,,,,TRUE
TBOA 3134,3/11/2025,64086,W40,EXXON,"TOYOTA BOSHOKU - PRINCETON, IN",PP8285E1,MOVED,48000,0,,,0,,,,14841119,881772364,,,,,,,,,,,,,,TRUE
TBOA 3135,3/11/2025,64087,G58,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,47080,EQUX 631328,CB125A2904,47080,,,,8108668113,4500037205,,,,,,,,,,,,,,TRUE
TBOA 3136,3/11/2025,64088,O58,LYONDELLBASELL,"BERRY GLOBAL - FRANKLIN, IN",PF511,Yes - On Dispatch Schedule,48000,47320,CBFX 491287,EB06BCC05,47320,,,,8108668111,4877453,,,,,,,,,,,,,,TRUE
TBOA 3137,3/11/2025,64107,W58,EXXON,"YANFENG - LOUISVILLE, KY",PP7855E1,Yes - On Dispatch Schedule,48000,47720,XOMX 720420,25B0883A3,47720,,,,14848159,881780199,,,,,,,,,,,,,,TRUE
TBOA 3138,3/11/2025,64120,G76,EXXON,"CKS PKG - OMAHA, NE",AD60-005,Yes - On Dispatch Schedule,48000,47580,ECUX 880103,24D10648,4120,ECUX 880567,24D10649,43460,14848310,881781023,,,,,,,,,,,,,,TRUE
TBOA 3139,3/11/2025,64118,O76,OXY,"EAGLE PKG INC - EARTH CITY, MO",226FEP,Yes - On Dispatch Schedule,STRIP OUT,45820,OCPX 70804,5470NBB071,45820,,,,80037281,4506414457,,,,,,,,,,,,,,TRUE
TBOA 3140,3/11/2025,64119,W76,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,47600,EQUX 631328,CB125A2904,47600,,,,8108678142,4500037205,,,,,,,,,,,,,,TRUE
TBOA 3141,3/11/2025,64134,G94,FORMOSA,"GREENSTREAK - ST LOUIS, MO",H685P,MOVED,45000,0,FPAX 214344,2411214344,,FPAX 219397,2501219397,NA,L53A057,450276648,,,,,,,,,,,,,,TRUE
TBOA 3142,3/11/2025,64135,O94,BAMBERGER AMCO,"EEJAY WAREHOUSE - E ST LOUIS, IL",BAPOLENE 133B NATURAL,,STRIP OUT,0,CEFX 54359,8753491RL,0,,,,10916330,,,,,,,,,,,,,,,TRUE
TBOA3143,3/12/2025,64089,G4,EXXON,"TG KENTUCKY - LEBANON, KY",PP7855E1,Yes - On Dispatch Schedule,48000,47540,XOMX 720420,25B0883A3,47540,,,,14841609,881772197,,,,,,,,,,,,,,TRUE
TBOA 3144,3/12/2025,64081,O4,LYONDELLBASELL,"VENTRA - RUSSELLVILLE, KY",HIFAX TYC 1342P,MOVED,48000,0,UTCX 1604,EB11M0601,0,,,,8108662620,14945,,,,,,,,,,,,,,TRUE
TBOA 3145,3/12/2025,63956,W4,BOORTMALT,"LOST FORTY BREWING - LITTLE ROCK, AR",PRAIRIE PILS MALT,Yes - On Dispatch Schedule,48000,47620,IARX 570359,IARX570359,47620,,,,80145569,1209 - BULK-C: 40003532 (24/25),,,,,,,,,,,,,,TRUE
TBOA 3146,3/12/2025,64090,G22,EXXON,"YANFENG - LOUISVILLE, KY",PP8285E1,Yes - On Dispatch Schedule,48000,47920,MBLX 54040,24L2183B8,47920,,,,14841120,881772349,,,,,,,,,,,,,,TRUE
TBOA 3147,3/12/2025,64091,O22,EXXON,"TOYOTA BOSHOKU - HARRODSBURG, KY",PP8285E1,MOVED,48000,0,,,0,,,,14841157,881772350,,,,,,,,,,,,,,TRUE
TBOA 3148,3/12/2025,64094,W22,EXXON,"TOYOTA BOSHOKU - BARDSTOWN, KY",PP8285E1,Yes - On Dispatch Schedule,48000,47700,XOMX 717306,24L2183B4,3920,MBLX 54040,24L2183B8,43780,14843884,881775554,,,,,,,,,,,,,,TRUE
TBOA 3149,3/12/2025,64095,G40,EXXON,"TOYOTA BOSHOKU - LAWRENCEVILLE, IL",PP8285E1,MOVED,48000,0,,,0,,,,14843955,881775551,,,,,,,,,,,,,,TRUE
TBOA 3150,3/12/2025,64096,O40,CP CHEM,"ALPLA - ST PETERS, MO",9503H,CANCELLED,47000,0,CPCX 805033,NSA120012,0,,,,81333104,APO00330110,,,,,,,,,,,,,,TRUE
TBOA 3151,3/12/2025,64097,W40,CP CHEM,"SCHUETZ CONT SYS - ST JOSEPH, MO",C51301UV,Yes - On Dispatch Schedule,47000,47120,PSPX 6978,PSB611110,47120,,,,81333101,4503831686,,,,,,,,,,,,,,TRUE
TBOA 3152,3/12/2025,64098,G58,CP CHEM,"SCHUETZ CONT SYS - PLAINFIELD, IN",C51301UV,Yes - On Dispatch Schedule,47000,46060,CHVX 890499,PSB611080,23680,PSPX 6978,PSB611110,22380,81333096,4503831704,,,,,,,,,,,,,,TRUE
TBOA 3153,3/12/2025,64099,O58,FORMOSA,"GREENSTREAK - ST LOUIS, MO",H685P,Yes - On Dispatch Schedule,45000,48100,FPAX 214344,2411214344,11900,FPAX 219397,2501219397,36200,L52A411,4505276648,,,,,,,,,,,,,,TRUE
TBOA 3154,3/12/2025,64100,W58,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,47900,EQUX 631328,CB125A2904,47900,,,,8108673232,4500037205,,,,,,,,,,,,,,TRUE
TBOA 3155,3/12/2025,64101,G76,LYONDELLBASELL,"HILAND DAIRY - KANSAS CITY, MO",LM600700,Yes - On Dispatch Schedule,48000,47040,EQUX 16841,CL425B08J3,47040,,,,8108673229,11612,,,,,,,,,,,,,,TRUE
TBOA 3156,3/12/2025,64102,O76,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,47880,EQUX 631328,CB125A2904,47880,,,,8108673227,4500037205,,,,,,,,,,,,,,TRUE
TBOA 3157,3/12/2025,64103,W76,LYONDELLBASELL,"GRAHAM PKG - MUSKOGEE, OK",RP311H,Yes - On Dispatch Schedule,45000,46080,NAHX 610141,EA28LKK04,46080,,,,8108673225,8800320831,,,,,,,,,,,,,,TRUE
TBOA 3158,3/12/2025,64104,G94,LYONDELLBASELL,"AXIUM (INNOV) - NEW ALBANY, OH",RP311H,Yes - On Dispatch Schedule,47000,46940,EQUX 13691,DM08LKK01,46940,,,,8108673222,4500037594,,,,,,,,,,,,,,TRUE
TBOA 3159,3/12/2025,64108,O94,EXXON,"FAURECIA - SPRING HILL, TN",PP8285E1,Yes - On Dispatch Schedule,48000,48180,XOMX 717306,24L2183B4,48180,,,,14847307,881778966,,,,,,,,,,,,,,TRUE
